label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
bird,151,29,6,7,Kopie van images (19).jpg,183,275
bird,147,41,8,9,Kopie van images (19).jpg,183,275
bird,162,52,5,7,Kopie van images (19).jpg,183,275
bird,149,69,6,7,Kopie van images (19).jpg,183,275
bird,126,51,8,8,Kopie van images (19).jpg,183,275
bird,147,50,6,7,Kopie van images (19).jpg,183,275
bird,96,62,6,4,Kopie van images (19).jpg,183,275
bird,68,65,9,6,Kopie van images (19).jpg,183,275
bird,117,78,5,7,Kopie van images (19).jpg,183,275
bird,159,81,9,5,Kopie van images (19).jpg,183,275
bird,148,93,8,6,Kopie van images (19).jpg,183,275
bird,134,99,8,7,Kopie van images (19).jpg,183,275
bird,114,91,9,7,Kopie van images (19).jpg,183,275
bird,60,80,7,7,Kopie van images (19).jpg,183,275
bird,56,80,7,5,Kopie van images (19).jpg,183,275
bird,50,85,7,7,Kopie van images (19).jpg,183,275
bird,49,96,7,6,Kopie van images (19).jpg,183,275
bird,45,102,6,6,Kopie van images (19).jpg,183,275
bird,127,106,8,7,Kopie van images (19).jpg,183,275
bird,118,118,6,6,Kopie van images (19).jpg,183,275
bird,133,125,4,7,Kopie van images (19).jpg,183,275
bird,145,109,7,7,Kopie van images (19).jpg,183,275
bird,147,120,8,5,Kopie van images (19).jpg,183,275
bird,142,133,7,5,Kopie van images (19).jpg,183,275
bird,157,149,6,6,Kopie van images (19).jpg,183,275
bird,135,144,7,5,Kopie van images (19).jpg,183,275
bird,127,147,4,5,Kopie van images (19).jpg,183,275
bird,107,139,4,5,Kopie van images (19).jpg,183,275
bird,101,137,5,4,Kopie van images (19).jpg,183,275
bird,55,115,6,5,Kopie van images (19).jpg,183,275
bird,44,115,7,7,Kopie van images (19).jpg,183,275
bird,49,119,7,5,Kopie van images (19).jpg,183,275
bird,56,129,6,5,Kopie van images (19).jpg,183,275
bird,56,138,7,6,Kopie van images (19).jpg,183,275
bird,65,144,5,5,Kopie van images (19).jpg,183,275
bird,69,151,4,4,Kopie van images (19).jpg,183,275
bird,81,158,5,5,Kopie van images (19).jpg,183,275
bird,79,149,7,5,Kopie van images (19).jpg,183,275
bird,87,176,4,4,Kopie van images (19).jpg,183,275
bird,108,163,5,5,Kopie van images (19).jpg,183,275
bird,117,164,5,4,Kopie van images (19).jpg,183,275
bird,145,162,8,6,Kopie van images (19).jpg,183,275
bird,133,159,5,8,Kopie van images (19).jpg,183,275
bird,99,175,4,4,Kopie van images (19).jpg,183,275
bird,119,190,4,4,Kopie van images (19).jpg,183,275
bird,69,162,3,4,Kopie van images (19).jpg,183,275
bird,64,162,3,4,Kopie van images (19).jpg,183,275
bird,103,191,3,3,Kopie van images (19).jpg,183,275
bird,112,194,3,3,Kopie van images (19).jpg,183,275
bird,100,183,4,5,Kopie van images (19).jpg,183,275
bird,101,151,4,3,Kopie van images (19).jpg,183,275
bird,155,211,3,2,Kopie van images (19).jpg,183,275
bird,106,205,3,3,Kopie van images (19).jpg,183,275
bird,68,170,6,9,Kopie van images (19).jpg,183,275
bird,18,55,144,106,Kopie van images (20).jpg,275,183
bird,48,155,43,15,Kopie van images (21).jpg,275,183
bird,141,31,34,25,Kopie van images (21).jpg,275,183
aircraft,50,66,100,46,Kopie van images (21).jpg,275,183
bird,30,31,223,134,Kopie van images (22).jpg,275,183
bird,127,110,22,16,Kopie van images (23).jpg,275,183
bird,135,45,60,41,Kopie van images (24).jpg,284,177
bird,37,67,221,78,Kopie van images (24).jpg,284,177
bird,56,21,113,120,Kopie van images (25).jpg,230,173
bird,41,29,198,147,Kopie van images (26).jpg,259,194
bird,52,55,199,94,Kopie van images (27).jpg,275,184
bird,76,36,19,41,Kopie van images (28).jpg,272,185
bird,91,0,18,41,Kopie van images (28).jpg,272,185
bird,112,34,18,42,Kopie van images (28).jpg,272,185
bird,139,66,19,41,Kopie van images (28).jpg,272,185
bird,183,66,19,41,Kopie van images (28).jpg,272,185
bird,225,65,20,41,Kopie van images (28).jpg,272,185
bird,118,104,19,40,Kopie van images (28).jpg,272,185
bird,77,108,20,42,Kopie van images (28).jpg,272,185
bird,106,142,19,40,Kopie van images (28).jpg,272,185
bird,141,28,80,66,Kopie van images (29).jpg,302,167
bird,99,106,55,45,Kopie van images (29).jpg,302,167
bird,88,40,69,89,Kopie van images (29).jpg,302,167
bird,40,50,83,36,Kopie van images (29).jpg,302,167
bird,124,71,70,64,Kopie van images (30).jpg,259,194
bird,82,45,60,52,Kopie van images (30).jpg,259,194
bird,123,56,93,80,Kopie van images (31).jpg,275,183
bird,78,14,182,138,Kopie van images (32).jpg,322,157
bird,107,93,24,12,Kopie van images (33).jpg,263,192
bird,24,47,26,14,Kopie van images (33).jpg,263,192
bird,203,94,24,13,Kopie van images (33).jpg,263,192
bird,87,81,64,61,Kopie van images (34).jpg,266,190
bird,128,46,57,43,Kopie van images (34).jpg,266,190
bird,87,91,27,56,Kopie van images (35).jpg,259,194
bird,119,53,50,28,Kopie van images (35).jpg,259,194
bird,200,130,44,43,Kopie van images (36).jpg,275,183
bird,206,35,73,63,Kopie van images (37).jpg,300,168
bird,232,130,39,34,Kopie van images (37).jpg,300,168
bird,196,105,53,62,Kopie van images (37).jpg,300,168
bird,252,1,48,33,Kopie van images (37).jpg,300,168
bird,163,0,36,23,Kopie van images (37).jpg,300,168
bird,157,49,34,41,Kopie van images (37).jpg,300,168
bird,122,94,42,56,Kopie van images (37).jpg,300,168
bird,138,5,32,29,Kopie van images (37).jpg,300,168
bird,94,0,44,24,Kopie van images (37).jpg,300,168
bird,96,153,36,14,Kopie van images (37).jpg,300,168
bird,77,104,38,28,Kopie van images (37).jpg,300,168
bird,95,33,41,53,Kopie van images (37).jpg,300,168
bird,125,25,37,54,Kopie van images (37).jpg,300,168
bird,18,122,37,46,Kopie van images (37).jpg,300,168
bird,49,34,32,28,Kopie van images (37).jpg,300,168
bird,24,0,54,30,Kopie van images (37).jpg,300,168
bird,67,1,32,32,Kopie van images (37).jpg,300,168
bird,54,58,39,51,Kopie van images (37).jpg,300,168
bird,17,107,39,31,Kopie van images (37).jpg,300,168
bird,43,94,39,26,Kopie van images (37).jpg,300,168
bird,0,48,17,31,Kopie van images (37).jpg,300,168
bird,18,88,202,44,Kopie van images (38).jpg,275,183
bird,120,91,31,16,Kopie van images (39).jpg,300,168
bird,178,120,32,12,Kopie van images (39).jpg,300,168
bird,192,57,33,14,Kopie van images (39).jpg,300,168
bird,239,127,29,19,Kopie van images (39).jpg,300,168
bird,103,16,27,17,Kopie van images (39).jpg,300,168
bird,107,58,70,67,Kopie van images (40).jpg,275,183
bird,41,54,80,78,Kopie van images (41).jpg,275,183
bird,71,14,94,65,Kopie van images (41).jpg,275,183
bird,12,170,25,14,Kopie van images (42).jpg,197,255
bird,38,143,23,11,Kopie van images (42).jpg,197,255
bird,56,117,21,14,Kopie van images (42).jpg,197,255
bird,73,98,26,13,Kopie van images (42).jpg,197,255
bird,94,74,25,14,Kopie van images (42).jpg,197,255
bird,116,49,26,15,Kopie van images (42).jpg,197,255
bird,136,73,23,15,Kopie van images (42).jpg,197,255
bird,144,99,26,17,Kopie van images (42).jpg,197,255
bird,153,135,25,14,Kopie van images (42).jpg,197,255
bird,161,168,26,16,Kopie van images (42).jpg,197,255
bird,0,19,225,123,Kopie van images (43).jpg,225,225
bird,65,70,160,131,Kopie van images (43).jpg,225,225
bird,4,66,245,105,Kopie van images.jpg,275,183
